Cell_ID,Drug_ID,Label
ACH-000148,65110,0
ACH-000149,65110,0
ACH-000151,65110,0
ACH-000153,65110,0
ACH-000155,65110,0
ACH-000157,65110,1
ACH-000159,65110,0
ACH-000162,65110,0
ACH-000168,65110,0
ACH-000171,65110,0
ACH-000174,65110,0
ACH-000176,65110,0
ACH-000178,65110,0
ACH-000181,65110,0
ACH-000183,65110,1
ACH-000186,65110,0
ACH-000188,65110,0
ACH-000189,65110,0
ACH-000190,65110,0
ACH-000191,65110,0
ACH-000198,65110,1
ACH-000200,65110,0
ACH-000204,65110,0
ACH-000207,65110,0
ACH-000210,65110,0
ACH-000211,65110,0
ACH-000212,65110,0
ACH-000218,65110,0
ACH-000219,65110,0
ACH-000222,65110,0
ACH-000223,65110,0
ACH-000226,65110,1
ACH-000227,65110,0
ACH-000232,65110,0
ACH-000235,65110,0
ACH-000236,65110,0
ACH-000238,65110,0
ACH-000242,65110,0
ACH-000243,65110,0
ACH-000244,65110,0
ACH-000245,65110,1
ACH-000247,65110,0
ACH-000248,65110,1
ACH-000249,65110,0
ACH-000250,65110,0
ACH-000257,65110,0
ACH-000258,65110,0
ACH-000260,65110,0
ACH-000264,65110,0
ACH-000267,65110,0
ACH-000269,65110,0
ACH-000273,65110,0
ACH-000277,65110,0
ACH-000287,65110,1
ACH-000288,65110,0
ACH-000290,65110,0
ACH-000291,65110,0
ACH-000292,65110,0
ACH-000294,65110,1
ACH-000295,65110,1
ACH-000298,65110,0
ACH-000301,65110,1
ACH-000303,65110,0
ACH-000304,65110,0
ACH-000305,65110,0
ACH-000308,65110,0
ACH-000311,65110,0
ACH-000315,65110,0
ACH-000320,65110,0
ACH-000323,65110,0
ACH-000326,65110,1
ACH-000327,65110,0
ACH-000329,65110,0
ACH-000330,65110,1
ACH-000332,65110,0
ACH-000334,65110,1
ACH-000335,65110,0
ACH-000336,65110,0
ACH-000341,65110,0
ACH-000346,65110,0
ACH-000347,65110,0
ACH-000348,65110,0
ACH-000349,65110,1
ACH-000350,65110,0
ACH-000352,65110,0
ACH-000353,65110,0
ACH-000355,65110,1
ACH-000356,65110,0
ACH-000357,65110,1
ACH-000358,65110,0
ACH-000359,65110,0
ACH-000360,65110,0
ACH-000361,65110,0
ACH-000362,65110,1
ACH-000363,65110,0
ACH-000364,65110,0
ACH-000365,65110,0
ACH-000366,65110,0
ACH-000369,65110,0
ACH-000371,65110,0
ACH-000372,65110,0
ACH-000374,65110,0
ACH-000375,65110,0
ACH-000376,65110,0
ACH-000378,65110,0
ACH-000379,65110,0
ACH-000380,65110,1
ACH-000381,65110,0
ACH-000383,65110,0
ACH-000384,65110,0
ACH-000389,65110,0
ACH-000392,65110,0
ACH-000394,65110,0
ACH-000401,65110,0
ACH-000403,65110,0
ACH-000408,65110,0
ACH-000410,65110,0
ACH-000414,65110,0
ACH-000416,65110,0
ACH-000417,65110,0
ACH-000420,65110,0
ACH-000423,65110,0
ACH-000425,65110,0
ACH-000427,65110,0
ACH-000429,65110,0
ACH-000430,65110,0
ACH-000432,65110,1
ACH-000433,65110,0
ACH-000438,65110,0
ACH-000439,65110,1
ACH-000440,65110,0
ACH-000441,65110,0
ACH-000443,65110,0
ACH-000449,65110,0
ACH-000450,65110,0
ACH-000452,65110,0
ACH-000463,65110,0
ACH-000464,65110,0
ACH-000465,65110,0
ACH-000467,65110,0
ACH-000469,65110,0
ACH-000472,65110,0
ACH-000475,65110,0
ACH-000476,65110,0
ACH-000478,65110,0
ACH-000480,65110,0
ACH-000482,65110,0
ACH-000483,65110,0
ACH-000484,65110,0
ACH-000486,65110,0
ACH-000488,65110,1
ACH-000491,65110,1
ACH-000493,65110,0
ACH-000496,65110,0
ACH-000501,65110,0
ACH-000504,65110,0
ACH-000505,65110,0
ACH-000506,65110,0
ACH-000508,65110,0
ACH-000514,65110,0
ACH-000518,65110,0
ACH-000522,65110,0
ACH-000527,65110,0
ACH-000528,65110,0
ACH-000530,65110,0
ACH-000532,65110,0
ACH-000534,65110,0
ACH-000535,65110,0
ACH-000536,65110,0
ACH-000544,65110,0
ACH-000546,65110,0
ACH-000547,65110,0
ACH-000551,65110,0
ACH-000554,65110,0
ACH-000555,65110,0
ACH-000559,65110,0
ACH-000560,65110,0
ACH-000561,65110,1
ACH-000562,65110,0
ACH-000563,65110,0
ACH-000565,65110,0
ACH-000566,65110,0
ACH-000567,65110,0
ACH-000570,65110,0
ACH-000572,65110,0
ACH-000573,65110,0
ACH-000574,65110,0
ACH-000579,65110,0
ACH-000580,65110,0
ACH-000585,65110,0
ACH-000586,65110,0
ACH-000587,65110,0
ACH-000589,65110,0
ACH-000595,65110,0
ACH-000596,65110,0
ACH-000599,65110,0
ACH-000605,65110,0
ACH-000607,65110,0
ACH-000609,65110,0
ACH-000610,65110,0
ACH-000611,65110,0
ACH-000613,65110,0
ACH-000614,65110,0
ACH-000616,65110,0
ACH-000617,65110,0
ACH-000619,65110,0
ACH-000625,65110,0
ACH-000626,65110,0
ACH-000627,65110,0
ACH-000628,65110,0
ACH-000633,65110,0
ACH-000636,65110,0
ACH-000637,65110,1
ACH-000638,65110,0
ACH-000639,65110,0
ACH-000640,65110,0
ACH-000641,65110,0
ACH-000643,65110,0
ACH-000647,65110,1
ACH-000648,65110,0
ACH-000650,65110,0
ACH-000651,65110,0
ACH-000652,65110,0
ACH-000654,65110,0
ACH-000655,65110,0
ACH-000657,65110,0
ACH-000660,65110,1
ACH-000662,65110,0
ACH-000663,65110,0
ACH-000665,65110,0
ACH-000667,65110,0
ACH-000668,65110,0
ACH-000670,65110,0
ACH-000672,65110,0
ACH-000674,65110,0
ACH-000677,65110,0
ACH-000678,65110,0
ACH-000679,65110,0
ACH-000680,65110,0
ACH-000681,65110,0
ACH-000684,65110,0
ACH-000688,65110,0
ACH-000689,65110,0
ACH-000691,65110,1
ACH-000694,65110,0
ACH-000696,65110,0
ACH-000697,65110,1
ACH-000698,65110,0
ACH-000699,65110,0
ACH-000702,65110,1
ACH-000703,65110,0
ACH-000704,65110,0
ACH-000706,65110,0
ACH-000714,65110,0
ACH-000716,65110,0
ACH-000717,65110,0
ACH-000719,65110,0
ACH-000722,65110,0
ACH-000725,65110,0
ACH-000729,65110,0
ACH-000730,65110,0
ACH-000733,65110,0
ACH-000738,65110,0
ACH-000740,65110,0
ACH-000743,65110,0
ACH-000744,65110,0
ACH-000745,65110,0
ACH-000748,65110,0
ACH-000749,65110,0
ACH-000751,65110,0
ACH-000754,65110,0
ACH-000755,65110,0
ACH-000756,65110,0
ACH-000759,65110,0
ACH-000763,65110,0
ACH-000766,65110,0
ACH-000767,65110,1
ACH-000768,65110,0
ACH-000770,65110,0
ACH-000775,65110,0
ACH-000776,65110,0
ACH-000780,65110,0
ACH-000781,65110,0
ACH-000784,65110,0
ACH-000786,65110,0
ACH-000787,65110,0
ACH-000788,65110,0
ACH-000789,65110,0
ACH-000790,65110,0
ACH-000793,65110,0
ACH-000794,65110,0
ACH-000798,65110,0
ACH-000800,65110,0
ACH-000802,65110,0
ACH-000803,65110,0
ACH-000804,65110,0
ACH-000806,65110,0
ACH-000810,65110,0
ACH-000811,65110,0
ACH-000812,65110,0
ACH-000814,65110,0
ACH-000815,65110,0
ACH-000816,65110,1
ACH-000817,65110,1
ACH-000818,65110,0
ACH-000821,65110,0
ACH-000822,65110,0
ACH-000823,65110,0
ACH-000824,65110,0
ACH-000825,65110,0
ACH-000826,65110,0
ACH-000827,65110,0
ACH-000828,65110,0
ACH-000830,65110,0
ACH-000832,65110,0
ACH-000838,65110,0
ACH-000841,65110,0
ACH-000843,65110,1
ACH-000846,65110,0
ACH-000847,65110,0
ACH-000849,65110,0
ACH-000852,65110,0
ACH-000853,65110,0
ACH-000856,65110,0
ACH-000857,65110,0
ACH-000858,65110,0
ACH-000859,65110,0
ACH-000860,65110,0
ACH-000861,65110,0
ACH-000863,65110,0
ACH-000864,65110,0
ACH-000866,65110,0
ACH-000869,65110,0
ACH-000871,65110,0
ACH-000875,65110,0
ACH-000876,65110,0
ACH-000878,65110,0
ACH-000879,65110,0
ACH-000880,65110,0
ACH-000881,65110,0
ACH-000882,65110,0
ACH-000885,65110,0
ACH-000886,65110,0
ACH-000890,65110,0
ACH-000893,65110,0
ACH-000895,65110,0
ACH-000896,65110,0
ACH-000900,65110,0
ACH-000903,65110,0
ACH-000905,65110,0
ACH-000906,65110,0
ACH-000910,65110,0
ACH-000913,65110,0
ACH-000914,65110,0
ACH-000915,65110,0
ACH-000917,65110,0
ACH-000918,65110,0
ACH-000920,65110,1
ACH-000922,65110,1
ACH-000924,65110,0
ACH-000927,65110,0
ACH-000929,65110,0
ACH-000930,65110,0
ACH-000932,65110,0
ACH-000934,65110,0
ACH-000935,65110,1
ACH-000936,65110,0
ACH-000937,65110,0
ACH-000938,65110,1
ACH-000939,65110,0
ACH-000943,65110,0
ACH-000944,65110,0
ACH-000945,65110,0
ACH-000947,65110,0
ACH-000948,65110,0
ACH-000949,65110,0
ACH-000950,65110,0
ACH-000951,65110,0
ACH-000953,65110,0
ACH-000955,65110,0
ACH-000956,65110,0
ACH-000957,65110,0
ACH-000958,65110,0
ACH-000960,65110,0
ACH-000963,65110,0
ACH-000966,65110,0
ACH-000969,65110,0
ACH-000970,65110,0
ACH-000971,65110,0
ACH-000973,65110,0
ACH-000974,65110,0
ACH-000976,65110,0
ACH-000978,65110,0
ACH-000979,65110,0
ACH-000980,65110,0
ACH-000981,65110,1
ACH-000983,65110,1
ACH-000985,65110,0
ACH-000986,65110,0
ACH-000987,65110,0
ACH-000991,65110,0
ACH-000995,65110,0
ACH-000997,65110,0
ACH-000998,65110,0
ACH-001075,65110,0
ACH-001106,65110,1
ACH-001190,65110,0
ACH-001306,65110,0
ACH-001307,65110,0
ACH-000002,6710780,0
ACH-000006,6710780,0
ACH-000007,6710780,0
ACH-000008,6710780,0
ACH-000009,6710780,0
ACH-000012,6710780,0
ACH-000019,6710780,0
ACH-000020,6710780,0
ACH-000023,6710780,0
ACH-000024,6710780,0
ACH-000038,6710780,0
ACH-000040,6710780,0
ACH-000042,6710780,0
ACH-000046,6710780,0
ACH-000047,6710780,0
ACH-000048,6710780,0
ACH-000050,6710780,0
ACH-000054,6710780,0
ACH-000055,6710780,0
ACH-000056,6710780,1
ACH-000059,6710780,0
ACH-000061,6710780,0
ACH-000062,6710780,0
ACH-000065,6710780,0
ACH-000067,6710780,0
ACH-000070,6710780,0
ACH-000072,6710780,0
ACH-000073,6710780,0
ACH-000074,6710780,0
ACH-000075,6710780,0
ACH-000078,6710780,0
ACH-000081,6710780,0
ACH-000082,6710780,0
ACH-000087,6710780,0
ACH-000091,6710780,0
ACH-000092,6710780,0
ACH-000096,6710780,0
ACH-000099,6710780,0
ACH-000102,6710780,0
ACH-000103,6710780,0
ACH-000104,6710780,0
ACH-000105,6710780,1
ACH-000106,6710780,0
ACH-000107,6710780,0
ACH-000111,6710780,0
ACH-000113,6710780,0
ACH-000114,6710780,0
ACH-000115,6710780,0
ACH-000117,6710780,0
ACH-000118,6710780,0
ACH-000120,6710780,0
ACH-000121,6710780,0
ACH-000124,6710780,0
ACH-000129,6710780,0
ACH-000132,6710780,0
ACH-000136,6710780,0
ACH-000137,6710780,0
ACH-000138,6710780,0
ACH-000139,6710780,0
ACH-000142,6710780,0
ACH-000146,6710780,0
ACH-000147,6710780,0
ACH-000148,6710780,0
ACH-000149,6710780,0
ACH-000151,6710780,0
ACH-000153,6710780,0
ACH-000155,6710780,0
ACH-000157,6710780,1
ACH-000159,6710780,0
ACH-000162,6710780,0
ACH-000168,6710780,1
ACH-000171,6710780,0
ACH-000174,6710780,0
ACH-000176,6710780,0
ACH-000178,6710780,0
ACH-000181,6710780,0
ACH-000183,6710780,0
ACH-000186,6710780,0
ACH-000188,6710780,0
ACH-000189,6710780,0
ACH-000190,6710780,0
ACH-000191,6710780,0
ACH-000198,6710780,1
ACH-000200,6710780,0
ACH-000204,6710780,0
ACH-000207,6710780,0
ACH-000210,6710780,0
ACH-000211,6710780,0
ACH-000212,6710780,0
ACH-000218,6710780,0
ACH-000219,6710780,1
ACH-000222,6710780,0
ACH-000223,6710780,0
ACH-000226,6710780,1
ACH-000227,6710780,0
ACH-000232,6710780,0
ACH-000235,6710780,0
ACH-000236,6710780,0
ACH-000238,6710780,0
ACH-000242,6710780,0
ACH-000243,6710780,0
ACH-000244,6710780,0
ACH-000245,6710780,1
ACH-000247,6710780,0
ACH-000248,6710780,0
ACH-000249,6710780,0
ACH-000250,6710780,0
ACH-000257,6710780,0
ACH-000258,6710780,0
ACH-000260,6710780,0
ACH-000264,6710780,0
ACH-000267,6710780,0
ACH-000269,6710780,0
ACH-000273,6710780,0
ACH-000277,6710780,0
ACH-000287,6710780,1
ACH-000288,6710780,0
ACH-000290,6710780,0
ACH-000291,6710780,0
ACH-000292,6710780,0
ACH-000294,6710780,1
ACH-000295,6710780,0
ACH-000298,6710780,0
ACH-000301,6710780,0
ACH-000303,6710780,0
ACH-000304,6710780,0
ACH-000305,6710780,0
ACH-000308,6710780,0
ACH-000311,6710780,0
ACH-000315,6710780,0
ACH-000320,6710780,1
ACH-000323,6710780,0
ACH-000326,6710780,0
ACH-000327,6710780,0
ACH-000329,6710780,0
ACH-000330,6710780,0
ACH-000332,6710780,0
ACH-000334,6710780,1
ACH-000335,6710780,0
ACH-000336,6710780,0
ACH-000341,6710780,0
ACH-000346,6710780,1
ACH-000347,6710780,0
ACH-000348,6710780,0
ACH-000349,6710780,0
ACH-000350,6710780,0
ACH-000352,6710780,0
ACH-000353,6710780,0
ACH-000355,6710780,0
ACH-000356,6710780,0
ACH-000357,6710780,1
ACH-000358,6710780,0
ACH-000359,6710780,0
ACH-000360,6710780,0
ACH-000361,6710780,0
ACH-000362,6710780,0
ACH-000363,6710780,0
ACH-000364,6710780,0
ACH-000365,6710780,0
ACH-000366,6710780,0
ACH-000369,6710780,0
ACH-000371,6710780,0
ACH-000372,6710780,0
ACH-000374,6710780,0
ACH-000375,6710780,0
ACH-000376,6710780,0
ACH-000378,6710780,0
ACH-000379,6710780,0
ACH-000380,6710780,0
ACH-000381,6710780,0
ACH-000383,6710780,0
ACH-000384,6710780,0
ACH-000389,6710780,0
ACH-000392,6710780,0
ACH-000394,6710780,0
ACH-000401,6710780,0
ACH-000403,6710780,0
ACH-000408,6710780,0
ACH-000410,6710780,0
ACH-000414,6710780,0
ACH-000416,6710780,0
ACH-000417,6710780,0
ACH-000420,6710780,0
ACH-000423,6710780,0
ACH-000425,6710780,0
ACH-000427,6710780,0
ACH-000429,6710780,0
ACH-000430,6710780,0
ACH-000432,6710780,1
ACH-000433,6710780,0
ACH-000438,6710780,0
ACH-000439,6710780,0
ACH-000440,6710780,0
ACH-000441,6710780,0
ACH-000443,6710780,0
ACH-000449,6710780,0
ACH-000450,6710780,0
ACH-000452,6710780,0
ACH-000463,6710780,0
ACH-000464,6710780,0
ACH-000465,6710780,0
ACH-000467,6710780,0
ACH-000469,6710780,0
ACH-000472,6710780,0
ACH-000475,6710780,0
ACH-000476,6710780,0
ACH-000478,6710780,0
ACH-000480,6710780,0
ACH-000482,6710780,0
ACH-000483,6710780,1
ACH-000484,6710780,0
ACH-000486,6710780,0
ACH-000488,6710780,0
ACH-000491,6710780,0
ACH-000493,6710780,0
ACH-000496,6710780,1
ACH-000501,6710780,0
ACH-000504,6710780,0
ACH-000505,6710780,0
ACH-000506,6710780,0
ACH-000508,6710780,0
ACH-000514,6710780,0
ACH-000518,6710780,1
ACH-000522,6710780,0
ACH-000527,6710780,0
ACH-000528,6710780,0
ACH-000530,6710780,0
ACH-000532,6710780,0
ACH-000534,6710780,0
ACH-000535,6710780,0
ACH-000536,6710780,0
ACH-000544,6710780,1
ACH-000546,6710780,0
ACH-000547,6710780,0
ACH-000551,6710780,0
ACH-000554,6710780,0
ACH-000555,6710780,0
ACH-000559,6710780,0
ACH-000560,6710780,0
ACH-000561,6710780,0
ACH-000562,6710780,0
ACH-000563,6710780,0
ACH-000565,6710780,0
ACH-000566,6710780,0
ACH-000567,6710780,0
ACH-000570,6710780,0
ACH-000572,6710780,0
ACH-000573,6710780,0
ACH-000574,6710780,0
ACH-000579,6710780,0
ACH-000580,6710780,0
ACH-000585,6710780,0
ACH-000586,6710780,0
ACH-000587,6710780,0
ACH-000589,6710780,0
ACH-000595,6710780,0
ACH-000596,6710780,0
ACH-000599,6710780,0
ACH-000605,6710780,0
ACH-000607,6710780,0
ACH-000609,6710780,0
ACH-000610,6710780,0
ACH-000611,6710780,1
ACH-000613,6710780,0
ACH-000614,6710780,0
ACH-000616,6710780,0
ACH-000617,6710780,0
ACH-000619,6710780,0
ACH-000625,6710780,0
ACH-000626,6710780,0
ACH-000627,6710780,1
ACH-000628,6710780,0
ACH-000633,6710780,0
ACH-000636,6710780,0
ACH-000637,6710780,0
ACH-000638,6710780,0
ACH-000639,6710780,0
ACH-000640,6710780,0
ACH-000641,6710780,0
ACH-000643,6710780,0
ACH-000647,6710780,0
ACH-000648,6710780,0
ACH-000650,6710780,0
ACH-000651,6710780,0
ACH-000652,6710780,0
ACH-000654,6710780,0
ACH-000655,6710780,0
ACH-000657,6710780,0
ACH-000660,6710780,1
ACH-000662,6710780,0
ACH-000663,6710780,0
ACH-000665,6710780,0
ACH-000667,6710780,0
ACH-000668,6710780,0
ACH-000670,6710780,0
ACH-000672,6710780,0
ACH-000674,6710780,0
ACH-000677,6710780,0
ACH-000678,6710780,0
ACH-000679,6710780,0
ACH-000680,6710780,0
ACH-000681,6710780,0
ACH-000684,6710780,0
ACH-000688,6710780,0
ACH-000689,6710780,0
ACH-000691,6710780,0
ACH-000694,6710780,0
ACH-000696,6710780,0
ACH-000697,6710780,0
ACH-000698,6710780,0
ACH-000699,6710780,0
ACH-000703,6710780,0
ACH-000704,6710780,0
ACH-000706,6710780,0
ACH-000714,6710780,0
ACH-000716,6710780,0
ACH-000717,6710780,0
ACH-000718,6710780,0
ACH-000719,6710780,0
ACH-000722,6710780,0
ACH-000725,6710780,0
ACH-000729,6710780,0
ACH-000730,6710780,0
ACH-000733,6710780,0
ACH-000738,6710780,0
ACH-000740,6710780,0
ACH-000743,6710780,0
ACH-000744,6710780,0
ACH-000745,6710780,0
ACH-000748,6710780,0
ACH-000749,6710780,0
ACH-000751,6710780,0
ACH-000754,6710780,0
ACH-000755,6710780,0
ACH-000756,6710780,0
ACH-000759,6710780,0
ACH-000763,6710780,0
ACH-000766,6710780,0
ACH-000767,6710780,0
ACH-000768,6710780,0
ACH-000770,6710780,0
ACH-000775,6710780,0
ACH-000776,6710780,0
ACH-000780,6710780,0
ACH-000781,6710780,0
ACH-000784,6710780,0
ACH-000786,6710780,0
ACH-000787,6710780,0
ACH-000788,6710780,0
ACH-000789,6710780,0
ACH-000790,6710780,0
ACH-000793,6710780,0
ACH-000794,6710780,0
ACH-000795,6710780,0
ACH-000798,6710780,0
ACH-000800,6710780,0
ACH-000802,6710780,0
ACH-000803,6710780,0
ACH-000804,6710780,0
ACH-000805,6710780,0
ACH-000806,6710780,0
ACH-000810,6710780,0
ACH-000811,6710780,0
ACH-000812,6710780,0
ACH-000814,6710780,0
ACH-000815,6710780,0
ACH-000816,6710780,0
ACH-000817,6710780,1
ACH-000818,6710780,0
ACH-000821,6710780,0
ACH-000822,6710780,0
ACH-000823,6710780,0
ACH-000824,6710780,0
ACH-000825,6710780,0
ACH-000826,6710780,0
ACH-000827,6710780,0
ACH-000828,6710780,0
ACH-000830,6710780,0
ACH-000832,6710780,1
ACH-000838,6710780,0
ACH-000841,6710780,0
ACH-000843,6710780,0
ACH-000846,6710780,0
ACH-000847,6710780,1
ACH-000849,6710780,0
ACH-000852,6710780,0
ACH-000853,6710780,0
ACH-000855,6710780,0
ACH-000856,6710780,0
ACH-000857,6710780,0
ACH-000858,6710780,0
ACH-000859,6710780,0
ACH-000860,6710780,0
ACH-000861,6710780,0
ACH-000863,6710780,0
ACH-000864,6710780,0
ACH-000866,6710780,0
ACH-000869,6710780,0
ACH-000871,6710780,0
ACH-000875,6710780,0
ACH-000876,6710780,0
ACH-000878,6710780,0
ACH-000879,6710780,0
ACH-000880,6710780,0
ACH-000881,6710780,0
ACH-000882,6710780,0
ACH-000885,6710780,0
ACH-000886,6710780,0
ACH-000890,6710780,0
ACH-000893,6710780,0
ACH-000895,6710780,0
ACH-000896,6710780,0
ACH-000900,6710780,0
ACH-000903,6710780,0
ACH-000905,6710780,1
ACH-000906,6710780,0
ACH-000910,6710780,0
ACH-000913,6710780,0
ACH-000914,6710780,0
ACH-000915,6710780,0
ACH-000917,6710780,0
ACH-000918,6710780,1
ACH-000920,6710780,0
ACH-000922,6710780,0
ACH-000924,6710780,0
ACH-000927,6710780,0
ACH-000929,6710780,0
ACH-000930,6710780,0
ACH-000932,6710780,0
ACH-000934,6710780,1
ACH-000935,6710780,0
ACH-000936,6710780,0
ACH-000937,6710780,0
ACH-000938,6710780,0
ACH-000939,6710780,0
ACH-000943,6710780,0
ACH-000944,6710780,0
ACH-000945,6710780,0
ACH-000947,6710780,0
ACH-000948,6710780,0
ACH-000949,6710780,0
ACH-000950,6710780,0
ACH-000951,6710780,0
ACH-000953,6710780,0
ACH-000955,6710780,0
ACH-000956,6710780,0
ACH-000957,6710780,0
ACH-000958,6710780,0
ACH-000960,6710780,0
ACH-000963,6710780,0
ACH-000965,6710780,0
ACH-000966,6710780,0
ACH-000969,6710780,0
ACH-000970,6710780,0
ACH-000971,6710780,0
ACH-000973,6710780,0
ACH-000974,6710780,0
ACH-000976,6710780,0
ACH-000978,6710780,0
ACH-000979,6710780,0
ACH-000980,6710780,0
ACH-000981,6710780,0
ACH-000983,6710780,0
ACH-000985,6710780,0
ACH-000986,6710780,0
ACH-000987,6710780,0
ACH-000991,6710780,0
ACH-000995,6710780,0
ACH-000997,6710780,0
ACH-000998,6710780,0
ACH-001075,6710780,0
ACH-001106,6710780,0
ACH-001190,6710780,0
ACH-001306,6710780,0
ACH-001307,6710780,0
ACH-000002,84691,0
ACH-000006,84691,0
ACH-000007,84691,0
ACH-000008,84691,1
ACH-000009,84691,0
ACH-000012,84691,0
ACH-000019,84691,0
ACH-000020,84691,0
ACH-000023,84691,0
ACH-000024,84691,0
ACH-000038,84691,0
ACH-000040,84691,0
ACH-000042,84691,0
ACH-000046,84691,0
ACH-000047,84691,0
ACH-000048,84691,0
ACH-000050,84691,0
ACH-000054,84691,0
ACH-000055,84691,0
ACH-000056,84691,1
ACH-000059,84691,0
ACH-000061,84691,0
ACH-000062,84691,0
ACH-000065,84691,0
ACH-000067,84691,0
ACH-000070,84691,1
ACH-000072,84691,0
ACH-000073,84691,0
ACH-000074,84691,0
ACH-000075,84691,0
ACH-000078,84691,0
ACH-000081,84691,0
ACH-000082,84691,0
ACH-000087,84691,1
ACH-000091,84691,1
ACH-000092,84691,0
ACH-000096,84691,0
ACH-000099,84691,0
ACH-000102,84691,0
ACH-000103,84691,0
ACH-000104,84691,0
ACH-000105,84691,0
ACH-000106,84691,0
ACH-000107,84691,0
ACH-000111,84691,0
ACH-000113,84691,1
ACH-000114,84691,0
ACH-000115,84691,0
ACH-000117,84691,0
ACH-000118,84691,0
ACH-000120,84691,0
ACH-000121,84691,0
ACH-000124,84691,1
ACH-000129,84691,0
ACH-000132,84691,0
ACH-000136,84691,0
ACH-000137,84691,0
ACH-000138,84691,0
ACH-000139,84691,0
ACH-000142,84691,0
ACH-000146,84691,0
ACH-000147,84691,0
ACH-000148,84691,0
ACH-000149,84691,0
ACH-000151,84691,0
ACH-000153,84691,0
ACH-000155,84691,0
ACH-000157,84691,0
ACH-000159,84691,1
ACH-000162,84691,0
ACH-000168,84691,0
ACH-000171,84691,0
ACH-000174,84691,0
ACH-000176,84691,0
ACH-000178,84691,0
ACH-000181,84691,0
