Cell_ID,Drug_ID,Label
ACH-000420,36314,0
ACH-000422,36314,1
ACH-000425,36314,1
ACH-000427,36314,1
ACH-000430,36314,1
ACH-000434,36314,1
ACH-000437,36314,1
ACH-000447,36314,1
ACH-000449,36314,1
ACH-000450,36314,1
ACH-000451,36314,1
ACH-000456,36314,1
ACH-000463,36314,1
ACH-000464,36314,1
ACH-000467,36314,1
ACH-000472,36314,1
ACH-000473,36314,1
ACH-000475,36314,1
ACH-000476,36314,1
ACH-000478,36314,1
ACH-000481,36314,1
ACH-000483,36314,1
ACH-000484,36314,0
ACH-000488,36314,1
ACH-000493,36314,1
ACH-000496,36314,1
ACH-000501,36314,1
ACH-000505,36314,1
ACH-000514,36314,0
ACH-000521,36314,1
ACH-000522,36314,1
ACH-000530,36314,1
ACH-000535,36314,1
ACH-000536,36314,1
ACH-000544,36314,1
ACH-000547,36314,0
ACH-000558,36314,1
ACH-000562,36314,1
ACH-000563,36314,1
ACH-000568,36314,1
ACH-000570,36314,1
ACH-000572,36314,1
ACH-000573,36314,1
ACH-000574,36314,1
ACH-000579,36314,1
ACH-000580,36314,1
ACH-000587,36314,1
ACH-000595,36314,1
ACH-000599,36314,1
ACH-000607,36314,1
ACH-000609,36314,1
ACH-000611,36314,1
ACH-000613,36314,1
ACH-000614,36314,1
ACH-000616,36314,1
ACH-000617,36314,1
ACH-000621,36314,1
ACH-000624,36314,1
ACH-000625,36314,1
ACH-000627,36314,1
ACH-000633,36314,1
ACH-000636,36314,1
ACH-000637,36314,1
ACH-000638,36314,1
ACH-000639,36314,1
ACH-000640,36314,1
ACH-000643,36314,1
ACH-000647,36314,1
ACH-000648,36314,1
ACH-000649,36314,1
ACH-000650,36314,1
ACH-000651,36314,1
ACH-000652,36314,1
ACH-000654,36314,1
ACH-000656,36314,1
ACH-000657,36314,1
ACH-000662,36314,1
ACH-000663,36314,0
ACH-000665,36314,1
ACH-000667,36314,1
ACH-000668,36314,1
ACH-000669,36314,1
ACH-000670,36314,1
ACH-000672,36314,0
ACH-000674,36314,1
ACH-000677,36314,1
ACH-000678,36314,1
ACH-000681,36314,1
ACH-000684,36314,1
ACH-000693,36314,1
ACH-000694,36314,1
ACH-000696,36314,1
ACH-000699,36314,1
ACH-000714,36314,1
ACH-000716,36314,1
ACH-000720,36314,1
ACH-000730,36314,1
ACH-000738,36314,1
ACH-000740,36314,1
ACH-000745,36314,1
ACH-000748,36314,1
ACH-000750,36314,1
ACH-000754,36314,1
ACH-000756,36314,1
ACH-000759,36314,0
ACH-000766,36314,1
ACH-000770,36314,1
ACH-000775,36314,0
ACH-000781,36314,1
ACH-000783,36314,1
ACH-000784,36314,1
ACH-000788,36314,1
ACH-000789,36314,1
ACH-000790,36314,1
ACH-000792,36314,1
ACH-000805,36314,1
ACH-000810,36314,1
ACH-000811,36314,1
ACH-000814,36314,1
ACH-000822,36314,1
ACH-000823,36314,1
ACH-000824,36314,1
ACH-000826,36314,1
ACH-000827,36314,1
ACH-000828,36314,0
ACH-000832,36314,1
ACH-000835,36314,1
ACH-000838,36314,1
ACH-000841,36314,1
ACH-000843,36314,1
ACH-000846,36314,1
ACH-000847,36314,1
ACH-000849,36314,1
ACH-000853,36314,0
ACH-000855,36314,1
ACH-000857,36314,1
ACH-000858,36314,1
ACH-000859,36314,1
ACH-000860,36314,1
ACH-000863,36314,1
ACH-000866,36314,1
ACH-000869,36314,1
ACH-000876,36314,1
ACH-000878,36314,1
ACH-000879,36314,1
ACH-000885,36314,1
ACH-000886,36314,1
ACH-000888,36314,1
ACH-000890,36314,1
ACH-000893,36314,1
ACH-000900,36314,1
ACH-000905,36314,1
ACH-000906,36314,1
ACH-000910,36314,1
ACH-000911,36314,1
ACH-000913,36314,1
ACH-000914,36314,1
ACH-000915,36314,1
ACH-000918,36314,1
ACH-000924,36314,0
ACH-000927,36314,1
ACH-000930,36314,1
ACH-000932,36314,1
ACH-000936,36314,1
ACH-000943,36314,1
ACH-000945,36314,1
ACH-000953,36314,1
ACH-000956,36314,1
ACH-000958,36314,1
ACH-000960,36314,1
ACH-000963,36314,1
ACH-000965,36314,1
ACH-000966,36314,1
ACH-000971,36314,1
ACH-000973,36314,1
ACH-000974,36314,1
ACH-000976,36314,1
ACH-000978,36314,1
ACH-000979,36314,1
ACH-000980,36314,1
ACH-000983,36314,1
ACH-000985,36314,1
ACH-000987,36314,1
ACH-000995,36314,1
ACH-000997,36314,1
ACH-001190,36314,1
ACH-001306,36314,1
ACH-001307,36314,1
ACH-000001,60700,0
ACH-000007,60700,1
ACH-000009,60700,0
ACH-000012,60700,0
ACH-000018,60700,1
ACH-000019,60700,0
ACH-000024,60700,1
ACH-000035,60700,0
ACH-000040,60700,1
ACH-000042,60700,0
ACH-000046,60700,1
ACH-000047,60700,0
ACH-000048,60700,1
ACH-000052,60700,1
ACH-000054,60700,1
ACH-000056,60700,1
ACH-000060,60700,1
ACH-000061,60700,1
ACH-000062,60700,0
ACH-000065,60700,1
ACH-000067,60700,1
ACH-000070,60700,1
ACH-000072,60700,1
ACH-000073,60700,1
ACH-000074,60700,1
ACH-000075,60700,0
ACH-000087,60700,1
ACH-000090,60700,0
ACH-000092,60700,1
ACH-000094,60700,1
ACH-000096,60700,1
ACH-000098,60700,0
ACH-000099,60700,1
ACH-000102,60700,0
ACH-000105,60700,1
ACH-000107,60700,0
ACH-000111,60700,0
ACH-000112,60700,1
ACH-000113,60700,1
ACH-000114,60700,1
ACH-000118,60700,0
ACH-000120,60700,1
ACH-000129,60700,1
ACH-000132,60700,0
ACH-000137,60700,1
ACH-000139,60700,1
ACH-000144,60700,1
ACH-000147,60700,0
ACH-000148,60700,0
ACH-000149,60700,1
ACH-000151,60700,1
ACH-000153,60700,1
ACH-000155,60700,1
ACH-000161,60700,0
ACH-000169,60700,1
ACH-000171,60700,0
ACH-000176,60700,1
ACH-000178,60700,0
ACH-000181,60700,0
ACH-000183,60700,1
ACH-000186,60700,0
ACH-000188,60700,1
ACH-000190,60700,1
ACH-000201,60700,0
ACH-000204,60700,0
ACH-000207,60700,0
ACH-000211,60700,1
ACH-000219,60700,1
ACH-000221,60700,1
ACH-000222,60700,0
ACH-000226,60700,1
ACH-000231,60700,1
ACH-000235,60700,0
ACH-000236,60700,1
ACH-000242,60700,1
ACH-000244,60700,0
ACH-000245,60700,1
ACH-000247,60700,1
ACH-000248,60700,1
ACH-000260,60700,1
ACH-000264,60700,1
ACH-000270,60700,1
ACH-000271,60700,1
ACH-000288,60700,1
ACH-000291,60700,1
ACH-000295,60700,1
ACH-000304,60700,0
ACH-000308,60700,0
ACH-000309,60700,1
ACH-000311,60700,1
ACH-000315,60700,1
ACH-000320,60700,0
ACH-000322,60700,1
ACH-000323,60700,1
ACH-000330,60700,0
ACH-000335,60700,1
ACH-000341,60700,0
ACH-000343,60700,0
ACH-000346,60700,1
ACH-000347,60700,0
ACH-000348,60700,1
ACH-000350,60700,0
ACH-000353,60700,1
ACH-000356,60700,1
ACH-000359,60700,1
ACH-000361,60700,0
ACH-000363,60700,0
ACH-000364,60700,0
ACH-000365,60700,1
ACH-000366,60700,1
ACH-000372,60700,1
ACH-000375,60700,1
ACH-000376,60700,1
ACH-000378,60700,0
ACH-000380,60700,1
ACH-000381,60700,0
ACH-000383,60700,1
ACH-000384,60700,0
ACH-000386,60700,1
ACH-000389,60700,0
ACH-000392,60700,1
ACH-000396,60700,1
ACH-000400,60700,0
ACH-000403,60700,0
ACH-000408,60700,1
ACH-000410,60700,1
ACH-000411,60700,1
ACH-000414,60700,0
ACH-000420,60700,0
ACH-000422,60700,0
ACH-000425,60700,1
ACH-000427,60700,1
ACH-000430,60700,1
ACH-000434,60700,1
ACH-000437,60700,0
ACH-000447,60700,1
ACH-000449,60700,1
ACH-000450,60700,0
ACH-000451,60700,0
ACH-000456,60700,1
ACH-000463,60700,1
ACH-000464,60700,0
ACH-000467,60700,0
ACH-000472,60700,1
ACH-000473,60700,1
ACH-000475,60700,0
ACH-000476,60700,1
ACH-000478,60700,0
ACH-000481,60700,1
ACH-000483,60700,0
ACH-000484,60700,0
ACH-000488,60700,1
ACH-000493,60700,0
ACH-000496,60700,0
ACH-000501,60700,0
ACH-000505,60700,1
ACH-000514,60700,1
ACH-000521,60700,1
ACH-000522,60700,0
ACH-000530,60700,1
ACH-000535,60700,1
ACH-000536,60700,0
ACH-000544,60700,0
ACH-000547,60700,0
ACH-000558,60700,0
ACH-000562,60700,1
ACH-000563,60700,1
ACH-000568,60700,0
ACH-000570,60700,0
ACH-000572,60700,1
ACH-000573,60700,0
ACH-000574,60700,0
ACH-000579,60700,0
ACH-000580,60700,0
ACH-000587,60700,0
ACH-000595,60700,0
ACH-000599,60700,0
ACH-000607,60700,1
ACH-000609,60700,1
ACH-000611,60700,1
ACH-000613,60700,0
ACH-000614,60700,0
ACH-000616,60700,1
ACH-000617,60700,1
ACH-000621,60700,1
ACH-000624,60700,1
ACH-000625,60700,0
ACH-000627,60700,0
ACH-000633,60700,0
ACH-000636,60700,1
ACH-000637,60700,0
ACH-000638,60700,0
ACH-000639,60700,1
ACH-000640,60700,0
ACH-000643,60700,1
ACH-000647,60700,1
ACH-000648,60700,0
ACH-000649,60700,1
ACH-000650,60700,1
ACH-000651,60700,1
ACH-000652,60700,1
ACH-000654,60700,1
ACH-000656,60700,1
ACH-000657,60700,1
ACH-000662,60700,1
ACH-000663,60700,1
ACH-000665,60700,1
ACH-000667,60700,0
ACH-000668,60700,0
ACH-000669,60700,0
ACH-000670,60700,1
ACH-000672,60700,0
ACH-000674,60700,1
ACH-000677,60700,1
ACH-000678,60700,1
ACH-000681,60700,0
ACH-000684,60700,0
ACH-000693,60700,1
ACH-000694,60700,1
ACH-000696,60700,1
ACH-000699,60700,0
ACH-000714,60700,1
ACH-000716,60700,1
ACH-000720,60700,0
ACH-000730,60700,0
ACH-000738,60700,1
ACH-000740,60700,1
ACH-000745,60700,1
ACH-000748,60700,1
ACH-000750,60700,1
ACH-000754,60700,1
ACH-000756,60700,0
ACH-000759,60700,0
ACH-000766,60700,0
ACH-000770,60700,1
ACH-000775,60700,0
ACH-000776,60700,1
ACH-000781,60700,0
ACH-000783,60700,0
ACH-000784,60700,1
ACH-000788,60700,1
ACH-000789,60700,0
ACH-000790,60700,0
ACH-000792,60700,1
ACH-000805,60700,0
ACH-000810,60700,0
ACH-000811,60700,0
ACH-000814,60700,0
ACH-000822,60700,0
ACH-000823,60700,0
ACH-000824,60700,1
ACH-000826,60700,0
ACH-000827,60700,1
ACH-000828,60700,0
ACH-000832,60700,1
ACH-000835,60700,1
ACH-000838,60700,1
ACH-000841,60700,1
ACH-000843,60700,1
ACH-000846,60700,1
ACH-000847,60700,0
ACH-000849,60700,1
ACH-000853,60700,0
ACH-000855,60700,0
ACH-000857,60700,0
ACH-000858,60700,0
ACH-000859,60700,0
ACH-000860,60700,0
ACH-000863,60700,1
ACH-000866,60700,1
ACH-000869,60700,1
ACH-000876,60700,0
ACH-000878,60700,0
ACH-000879,60700,1
ACH-000885,60700,1
ACH-000886,60700,0
ACH-000888,60700,0
ACH-000890,60700,1
ACH-000893,60700,0
ACH-000900,60700,1
ACH-000905,60700,1
ACH-000906,60700,1
ACH-000910,60700,1
ACH-000911,60700,1
ACH-000913,60700,1
ACH-000914,60700,1
ACH-000915,60700,0
ACH-000918,60700,1
ACH-000924,60700,0
ACH-000927,60700,0
ACH-000930,60700,0
ACH-000932,60700,1
ACH-000936,60700,0
ACH-000943,60700,1
ACH-000945,60700,0
ACH-000953,60700,1
ACH-000956,60700,1
ACH-000958,60700,1
ACH-000960,60700,1
ACH-000963,60700,0
ACH-000965,60700,0
ACH-000966,60700,1
ACH-000971,60700,1
ACH-000973,60700,1
ACH-000974,60700,0
ACH-000976,60700,0
ACH-000978,60700,0
ACH-000979,60700,1
ACH-000980,60700,1
ACH-000983,60700,1
ACH-000985,60700,1
ACH-000987,60700,0
ACH-000995,60700,1
ACH-000997,60700,1
ACH-001190,60700,0
ACH-001306,60700,1
ACH-001307,60700,1
ACH-000001,60838,1
ACH-000007,60838,1
ACH-000018,60838,1
ACH-000019,60838,0
ACH-000024,60838,1
ACH-000040,60838,1
ACH-000042,60838,1
ACH-000048,60838,1
ACH-000056,60838,1
ACH-000060,60838,1
ACH-000065,60838,1
ACH-000067,60838,1
ACH-000070,60838,1
ACH-000072,60838,0
ACH-000073,60838,1
ACH-000074,60838,1
ACH-000075,60838,0
ACH-000087,60838,1
ACH-000090,60838,0
ACH-000092,60838,1
ACH-000096,60838,1
ACH-000099,60838,1
ACH-000102,60838,0
ACH-000105,60838,1
ACH-000107,60838,0
ACH-000112,60838,1
ACH-000113,60838,1
ACH-000118,60838,0
ACH-000129,60838,1
ACH-000139,60838,1
ACH-000171,60838,0
ACH-000176,60838,1
ACH-000178,60838,0
ACH-000183,60838,1
ACH-000186,60838,1
ACH-000201,60838,1
ACH-000204,60838,0
ACH-000211,60838,1
ACH-000219,60838,1
ACH-000222,60838,0
ACH-000226,60838,1
ACH-000231,60838,0
ACH-000235,60838,0
ACH-000242,60838,1
ACH-000244,60838,0
ACH-000245,60838,1
ACH-000247,60838,1
ACH-000270,60838,0
ACH-000271,60838,1
ACH-000288,60838,1
ACH-000291,60838,1
ACH-000295,60838,1
ACH-000308,60838,0
ACH-000309,60838,1
ACH-000311,60838,1
ACH-000315,60838,1
ACH-000322,60838,1
ACH-000330,60838,0
ACH-000343,60838,1
ACH-000346,60838,1
ACH-000350,60838,0
ACH-000356,60838,1
ACH-000359,60838,1
ACH-000361,60838,0
ACH-000363,60838,0
ACH-000364,60838,0
ACH-000365,60838,1
ACH-000372,60838,1
ACH-000376,60838,1
ACH-000381,60838,0
ACH-000383,60838,1
ACH-000384,60838,0
ACH-000386,60838,1
ACH-000410,60838,1
ACH-000411,60838,0
ACH-000420,60838,0
ACH-000430,60838,1
ACH-000434,60838,1
ACH-000447,60838,1
ACH-000450,60838,1
ACH-000456,60838,1
ACH-000464,60838,0
ACH-000467,60838,0
ACH-000472,60838,1
ACH-000473,60838,1
ACH-000475,60838,0
ACH-000476,60838,1
ACH-000481,60838,1
ACH-000484,60838,1
ACH-000505,60838,1
ACH-000514,60838,1
ACH-000521,60838,0
ACH-000522,60838,0
ACH-000536,60838,0
ACH-000544,60838,1
ACH-000547,60838,0
ACH-000558,60838,0
ACH-000563,60838,1
ACH-000568,60838,0
ACH-000570,60838,0
ACH-000572,60838,1
ACH-000574,60838,0
ACH-000580,60838,0
ACH-000587,60838,0
ACH-000609,60838,1
ACH-000611,60838,1
ACH-000613,60838,1
ACH-000614,60838,0
ACH-000617,60838,0
ACH-000625,60838,0
ACH-000627,60838,0
ACH-000636,60838,1
ACH-000637,60838,0
ACH-000638,60838,1
ACH-000639,60838,1
ACH-000640,60838,0
ACH-000643,60838,1
ACH-000649,60838,1
ACH-000650,60838,1
ACH-000651,60838,1
ACH-000652,60838,1
ACH-000656,60838,1
ACH-000657,60838,1
ACH-000662,60838,1
ACH-000663,60838,0
ACH-000668,60838,0
ACH-000670,60838,1
ACH-000672,60838,1
ACH-000678,60838,1
ACH-000681,60838,0
ACH-000684,60838,0
ACH-000694,60838,1
ACH-000696,60838,1
ACH-000714,60838,1
ACH-000716,60838,1
ACH-000720,60838,0
ACH-000730,60838,1
ACH-000738,60838,1
ACH-000745,60838,1
ACH-000754,60838,1
ACH-000770,60838,1
ACH-000775,60838,0
ACH-000776,60838,1
ACH-000783,60838,1
ACH-000788,60838,1
ACH-000789,60838,1
ACH-000790,60838,0
ACH-000805,60838,0
ACH-000810,60838,0
ACH-000811,60838,0
ACH-000822,60838,1
ACH-000827,60838,1
ACH-000828,60838,0
ACH-000835,60838,1
ACH-000838,60838,1
ACH-000847,60838,0
ACH-000849,60838,1
ACH-000853,60838,0
ACH-000857,60838,1
ACH-000863,60838,1
ACH-000866,60838,1
ACH-000885,60838,0
ACH-000886,60838,1
ACH-000890,60838,1
ACH-000905,60838,1
ACH-000910,60838,1
ACH-000911,60838,1
ACH-000915,60838,1
ACH-000918,60838,1
ACH-000924,60838,0
ACH-000930,60838,0
ACH-000936,60838,0
ACH-000943,60838,1
ACH-000956,60838,1
ACH-000958,60838,1
ACH-000965,60838,0
ACH-000966,60838,0
ACH-000971,60838,1
ACH-000973,60838,1
ACH-000974,60838,0
ACH-000976,60838,0
ACH-000978,60838,0
ACH-000979,60838,1
ACH-000983,60838,1
ACH-000987,60838,0
ACH-000995,60838,1
ACH-000997,60838,1
ACH-001190,60838,1
ACH-001306,60838,1
ACH-001307,60838,1
ACH-000001,176870,0
ACH-000007,176870,0
ACH-000009,176870,0
ACH-000012,176870,1
ACH-000018,176870,0
ACH-000019,176870,0
ACH-000024,176870,0
ACH-000035,176870,0
ACH-000040,176870,0
ACH-000042,176870,0
ACH-000046,176870,0
ACH-000047,176870,0
ACH-000048,176870,0
ACH-000052,176870,0
ACH-000054,176870,0
ACH-000056,176870,0
ACH-000060,176870,0
ACH-000061,176870,0
ACH-000062,176870,0
ACH-000065,176870,0
ACH-000067,176870,0
ACH-000070,176870,0
ACH-000072,176870,0
ACH-000073,176870,0
ACH-000074,176870,0
ACH-000075,176870,0
ACH-000087,176870,0
ACH-000090,176870,0
ACH-000092,176870,0
ACH-000094,176870,0
ACH-000096,176870,0
ACH-000098,176870,0
ACH-000099,176870,0
ACH-000102,176870,0
ACH-000105,176870,0
ACH-000107,176870,0
ACH-000111,176870,0
ACH-000112,176870,0
ACH-000113,176870,0
ACH-000114,176870,0
ACH-000118,176870,0
ACH-000120,176870,0
ACH-000129,176870,0
ACH-000132,176870,0
ACH-000137,176870,0
ACH-000139,176870,0
ACH-000144,176870,0
ACH-000147,176870,0
ACH-000148,176870,0
ACH-000149,176870,0
ACH-000151,176870,0
ACH-000153,176870,0
ACH-000155,176870,0
ACH-000161,176870,0
ACH-000169,176870,0
ACH-000171,176870,0
ACH-000176,176870,0
ACH-000178,176870,0
ACH-000181,176870,0
ACH-000183,176870,0
ACH-000186,176870,0
ACH-000190,176870,0
ACH-000201,176870,0
ACH-000204,176870,0
ACH-000207,176870,0
ACH-000211,176870,0
ACH-000219,176870,0
ACH-000221,176870,0
ACH-000222,176870,0
ACH-000226,176870,0
ACH-000231,176870,0
ACH-000235,176870,0
ACH-000236,176870,0
ACH-000242,176870,0
ACH-000244,176870,0
ACH-000245,176870,0
ACH-000247,176870,0
ACH-000248,176870,0
ACH-000260,176870,0
ACH-000264,176870,0
ACH-000270,176870,0
ACH-000271,176870,0
ACH-000288,176870,0
ACH-000291,176870,0
ACH-000295,176870,0
ACH-000304,176870,0
ACH-000308,176870,0
ACH-000309,176870,0
ACH-000311,176870,0
ACH-000315,176870,0
ACH-000320,176870,0
ACH-000322,176870,0
ACH-000323,176870,0
ACH-000330,176870,0
ACH-000335,176870,0
ACH-000341,176870,0
ACH-000343,176870,0
ACH-000346,176870,0
ACH-000347,176870,0
ACH-000348,176870,0
ACH-000350,176870,0
ACH-000353,176870,0
ACH-000356,176870,0
ACH-000359,176870,0
ACH-000361,176870,0
ACH-000363,176870,0
ACH-000364,176870,0
ACH-000365,176870,0
ACH-000366,176870,0
ACH-000372,176870,0
ACH-000375,176870,0
ACH-000376,176870,0
ACH-000378,176870,0
ACH-000380,176870,0
ACH-000381,176870,0
ACH-000383,176870,0
ACH-000384,176870,0
ACH-000386,176870,0
ACH-000389,176870,0
ACH-000392,176870,0
ACH-000396,176870,0
ACH-000400,176870,0
ACH-000403,176870,0
ACH-000408,176870,0
ACH-000410,176870,0
ACH-000411,176870,0
ACH-000414,176870,0
ACH-000420,176870,0
ACH-000422,176870,0
ACH-000425,176870,0
ACH-000427,176870,0
ACH-000430,176870,0
ACH-000434,176870,0
ACH-000437,176870,0
ACH-000447,176870,0
ACH-000449,176870,0
ACH-000450,176870,0
ACH-000451,176870,0
ACH-000456,176870,0
ACH-000463,176870,0
ACH-000464,176870,0
ACH-000467,176870,0
ACH-000472,176870,0
ACH-000473,176870,0
ACH-000475,176870,0
ACH-000476,176870,0
ACH-000478,176870,0
ACH-000481,176870,0
ACH-000483,176870,0
ACH-000484,176870,0
ACH-000488,176870,0
ACH-000493,176870,0
ACH-000496,176870,0
ACH-000501,176870,0
ACH-000505,176870,0
ACH-000514,176870,0
ACH-000521,176870,0
ACH-000522,176870,0
ACH-000530,176870,0
ACH-000535,176870,0
ACH-000536,176870,0
ACH-000544,176870,0
ACH-000547,176870,0
ACH-000558,176870,0
ACH-000562,176870,0
ACH-000563,176870,0
ACH-000568,176870,0
ACH-000570,176870,0
ACH-000572,176870,0
ACH-000573,176870,0
ACH-000574,176870,0
ACH-000579,176870,0
ACH-000580,176870,0
ACH-000587,176870,0
ACH-000595,176870,0
ACH-000599,176870,0
ACH-000607,176870,0
ACH-000609,176870,0
ACH-000611,176870,0
ACH-000613,176870,0
ACH-000614,176870,0
ACH-000616,176870,0
ACH-000617,176870,0
ACH-000621,176870,0
ACH-000624,176870,0
ACH-000625,176870,0
ACH-000627,176870,0
ACH-000633,176870,0
ACH-000636,176870,0
ACH-000637,176870,0
ACH-000638,176870,0
ACH-000639,176870,0
ACH-000640,176870,0
ACH-000643,176870,0
ACH-000647,176870,0
ACH-000648,176870,0
ACH-000649,176870,0
ACH-000650,176870,0
ACH-000651,176870,0
ACH-000652,176870,0
ACH-000654,176870,0
ACH-000656,176870,0
ACH-000657,176870,0
ACH-000662,176870,0
ACH-000663,176870,0
ACH-000665,176870,0
ACH-000667,176870,0
ACH-000668,176870,0
ACH-000669,176870,0
ACH-000670,176870,0
ACH-000672,176870,0
ACH-000674,176870,0
ACH-000677,176870,0
ACH-000678,176870,0
ACH-000681,176870,0
ACH-000684,176870,0
ACH-000693,176870,0
ACH-000694,176870,0
ACH-000696,176870,0
ACH-000699,176870,0
ACH-000714,176870,0
ACH-000716,176870,0
ACH-000720,176870,0
ACH-000730,176870,0
ACH-000738,176870,0
ACH-000740,176870,0
ACH-000745,176870,0
ACH-000748,176870,0
ACH-000750,176870,0
ACH-000754,176870,0
ACH-000756,176870,0
ACH-000759,176870,0
ACH-000766,176870,0
ACH-000770,176870,0
ACH-000775,176870,0
ACH-000776,176870,0
ACH-000781,176870,0
ACH-000783,176870,0
ACH-000784,176870,0
ACH-000788,176870,0
ACH-000789,176870,0
ACH-000790,176870,0
ACH-000792,176870,0
ACH-000805,176870,0
ACH-000810,176870,0
ACH-000811,176870,0
ACH-000814,176870,0
ACH-000822,176870,0
ACH-000823,176870,0
ACH-000824,176870,0
ACH-000826,176870,0
ACH-000827,176870,0
ACH-000828,176870,0
ACH-000832,176870,0
ACH-000835,176870,0
ACH-000838,176870,0
ACH-000841,176870,0
ACH-000843,176870,0
ACH-000846,176870,0
ACH-000847,176870,0
ACH-000849,176870,0
ACH-000853,176870,0
ACH-000855,176870,0
ACH-000857,176870,0
ACH-000858,176870,0
ACH-000859,176870,0
ACH-000860,176870,0
ACH-000863,176870,0
ACH-000866,176870,0
ACH-000869,176870,0
ACH-000876,176870,0
ACH-000878,176870,0
ACH-000879,176870,0
ACH-000885,176870,0
ACH-000886,176870,0
ACH-000888,176870,0
ACH-000890,176870,0
ACH-000893,176870,0
ACH-000900,176870,0
ACH-000905,176870,0
ACH-000906,176870,0
ACH-000910,176870,0
ACH-000911,176870,0
ACH-000913,176870,0
ACH-000914,176870,0
ACH-000915,176870,0
ACH-000918,176870,0
ACH-000924,176870,0
ACH-000927,176870,0
ACH-000930,176870,0
ACH-000932,176870,0
ACH-000936,176870,0
ACH-000943,176870,0
ACH-000945,176870,0
ACH-000953,176870,0
ACH-000956,176870,0
ACH-000958,176870,0
ACH-000960,176870,0
ACH-000963,176870,0
ACH-000965,176870,0
ACH-000966,176870,0
ACH-000971,176870,0
ACH-000973,176870,0
ACH-000974,176870,0
ACH-000976,176870,0
ACH-000978,176870,0
ACH-000979,176870,0
ACH-000980,176870,0
ACH-000983,176870,0
ACH-000985,176870,0
ACH-000987,176870,0
ACH-000995,176870,0
ACH-000997,176870,0
ACH-001190,176870,0
ACH-001306,176870,0
ACH-001307,176870,0
ACH-000001,208908,0
ACH-000007,208908,0
ACH-000009,208908,0
ACH-000012,208908,0
ACH-000018,208908,0
ACH-000019,208908,0
ACH-000024,208908,0
ACH-000035,208908,0
ACH-000040,208908,0
ACH-000042,208908,0
ACH-000046,208908,0
ACH-000047,208908,0
ACH-000048,208908,0
ACH-000052,208908,0
ACH-000054,208908,0
ACH-000056,208908,0
ACH-000060,208908,0
ACH-000061,208908,0
ACH-000062,208908,0
ACH-000065,208908,0
ACH-000067,208908,0
ACH-000070,208908,0
ACH-000072,208908,0
ACH-000073,208908,0
